"lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"desposito","anthony","200","NY","federal:house","NY04","I","M",0.837,NA,4317,"4644841.34 USD",NA,NA,NA,NA
"nick","lalota","200","NY","federal:house","NY01","I","M",0.882,NA,2775,"4271171.67 USD",NA,NA,NA,NA
"schwartz","daniel","200","NV","federal:house","NV03","C","M",0.587,1.052,172,"922043.37 USD",NA,NA,NA,NA
"robertson","mark","200","NV","federal:house","NV01","C","M",1.448,1.493,794,"401643.87 USD",NA,NA,NA,NA
"vasquez","gabriel","100","NM","federal:house","NM02","I","M",-0.992,-0.915,19284,"7040626 USD",NA,NA,NA,NA
"stansbury","melanie","100","NM","federal:house","NM01","I","F",-0.961,-0.884,7658,"1353281 USD",NA,NA,NA,NA
"payne","donald","100","NJ","federal:house","NJ10","I","M",-0.649,-0.674,2257,"440639.66 USD",NA,NA,NA,NA
"jenkins","matthew","100","NJ","federal:house","NJ04","C","M",-1.005,-0.994,532,"44774.79 USD",NA,NA,NA,NA
"rush","carolyn","100","NJ","federal:house","NJ02","C","F",-1.08,-1.036,277,"125579 USD",NA,NA,NA,NA
"galdo","damon","200","NJ","federal:house","NJ01","C","M",1.554,1.65,18,"17592.78 USD",NA,NA,NA,NA
"vargas","anthony","100","NE","federal:house","NE02","C","M",-0.969,-0.941,28946,"7515611.35 USD",NA,NA,NA,NA
"mund","cara","200","ND","federal:house","ND01","O","F",-1.204,NA,145,"26472.35 USD",NA,NA,NA,NA
"edwards","chuck","200","NC","federal:house","NC11","I","M",1.114,1.361,1234,"1442893.38 USD",NA,NA,NA,NA
"harrigan","pat","200","NC","federal:house","NC10","O","M",1.411,1.495,5910,"1915655.19 USD",NA,NA,NA,NA
"villaverde","christine","200","NC","federal:house","NC01","C","F",1.356,1.386,122,"44225 USD",NA,NA,NA,NA
"castelli","robert","200","NC","federal:house","NC06","O","M",1.328,1.416,736,"843118 USD",NA,NA,NA,NA
"contogiannis","mary","200","NC","federal:house","NC06","O","F",0.881,1.054,61,"226299 USD",NA,NA,NA,NA
"hines","robert","200","NC","federal:house","NC06","O","M",1.543,1.614,11087,"1476515.72 USD",NA,NA,NA,NA
"davis","don","100","NC","federal:house","NC01","I","M",-0.627,-0.612,12066,"6061265.18 USD",NA,NA,NA,NA
"tranel","monica","100","MT","federal:house","MT01","C","F",-1.001,-0.968,17779,"6225655.3 USD",NA,NA,NA,NA
"ezell","walter","200","MS","federal:house","MS04","I","M",1.094,1.201,1300,"1227959.76 USD",NA,NA,NA,NA
"black","dianne","100","MS","federal:house","MS01","C","F",-0.933,NA,151,"9759.9 USD",NA,NA,NA,NA
"burlison","eric","200","MO","federal:house","MO07","I","M",1.481,1.271,4806,"923026.09 USD",NA,NA,NA,NA
"mann","bethany","100","MO","federal:house","MO03","C","F",-1.073,-1.031,444,"38121.42 USD",NA,NA,NA,NA
"schultz","jennifer","100","MN","federal:house","MN08","C","F",-1.043,-1.03,5600,"1255402.35 USD",NA,NA,NA,NA
"samuels","don","100","MN","federal:house","MN05","C","M",-0.314,NA,7100,"1742908.49 USD",NA,NA,NA,NA
"bivings","martell","200","MI","federal:house","MI13","C","M",0.865,NA,394,"66831.09 USD",NA,NA,NA,NA
"hollier","adam","100","MI","federal:house","MI13","C","M",-0.395,-0.612,3033,"900703.21 USD",NA,NA,NA,NA
"marlinga","carl","100","MI","federal:house","MI10","C","M",-0.852,-0.75,14215,"2954055.05 USD",NA,NA,NA,NA
"jaye","brian","100","MI","federal:house","MI10","C","M",-1.036,-1.018,220,"15208.88 USD",NA,NA,NA,NA
"kildee","daniel","100","MI","federal:house","MI08","I","M",-0.724,-0.739,12244,"1465197.96 USD",NA,NA,NA,NA
"lorinser","robert","100","MI","federal:house","MI01","C","M",-1.05,NA,4584,"371077.66 USD",NA,NA,NA,NA
"wallace","david","200","MD","federal:house","MD02","O","M",1.42,1.526,98,"14345 USD",NA,NA,NA,NA
"ivey","glenn","100","MD","federal:house","MD04","I","M",-0.504,-0.497,4714,"944142.37 USD",NA,NA,NA,NA
"lynch","stephen","100","MA","federal:house","MA08","I","M",-0.53,-0.588,8649,"710123.92 USD",NA,NA,NA,NA
"carter","troy","100","LA","federal:house","LA02","C","M",0.028,-0.805,2818,"2042195.9 USD",NA,NA,NA,NA
"massie","thomas","200","KY","federal:house","KY04","I","M",1.217,1.315,4065,"1349141.6 USD",NA,NA,NA,NA
"compton","william","100","KY","federal:house","KY02","C","M",-1.013,-0.758,141,"5164.12 USD",NA,NA,NA,NA
"whitley","gabriel","200","IN","federal:house","IN07","C","M",NA,NA,85,"364320 USD",NA,NA,NA,NA
"bookwalter","charles","200","IN","federal:house","IN04","C","M",1.753,1.839,219,"181148.64 USD",NA,NA,NA,NA
"sorensen","eric","100","IL","federal:house","IL17","I","M",-0.91,-1.017,11922,"5046501.25 USD",NA,NA,NA,NA
"mercado","o kent","200","IL","federal:house","IL11","C","M",1.324,NA,64,"75181.57 USD",NA,NA,NA,NA
"schneider","bradley","100","IL","federal:house","IL10","I","M",-0.57,-0.661,37319,"3855356.96 USD",NA,NA,NA,NA
"ramirez","delia","100","IL","federal:house","IL03","I","F",-0.943,-0.845,3766,"1131488.61 USD",NA,NA,NA,NA
"jackson","jonathan","100","IL","federal:house","IL01","I","M",-0.793,-0.774,937,"654094.58 USD",NA,NA,NA,NA
"melton","ryan","100","IA","federal:house","IA04","C","M",-1.074,-1.08,829,"153144.37 USD",NA,NA,NA,NA
"bohannan","christina","100","IA","federal:house","IA01","C","F",-0.953,NA,19512,"6900996.18 USD",NA,NA,NA,NA
"case","edward","100","HI","federal:house","HI01","I","M",-0.293,-0.336,3231,"700463.15 USD",NA,NA,NA,NA
"flowers","marcus","100","GA","federal:house","GA13","C","M",-1.062,-1.064,289350,"475234.37 USD",NA,NA,NA,NA
"daza fernandez","antonio","100","GA","federal:house","GA11","C","M",-1.116,-1.078,726,"42930.37 USD",NA,NA,NA,NA
"butler","darrius","100","GA","federal:house","GA08","C","M",-1.029,NA,268,"16292.11 USD",NA,NA,NA,NA
"johnson","arthur","200","GA","federal:house","GA02","C","M",1.265,1.439,137,"599567.08 USD",NA,NA,NA,NA
"diaz balart","mario","200","FL","federal:house","FL26","I","M",0.516,1.346,7178,"2363025.68 USD",NA,NA,NA,NA
"adeimy","deborah","200","FL","federal:house","FL22","C","F",1.393,1.487,528,"190509.87 USD",NA,NA,NA,NA
"kaufman","joe","200","FL","federal:house","FL23","C","M",1.4,1.493,1276,"166713.53 USD",NA,NA,NA,NA
"lee","laurel","200","FL","federal:house","FL15","I","F",1.121,1.148,2027,"2162709.67 USD",NA,NA,NA,NA
"donalds","byron","200","FL","federal:house","FL19","I","M",1.489,1.485,43610,"6600931.63 USD",NA,NA,NA,NA
"sabatini","anthony","200","FL","federal:house","FL11","C","M",1.543,1.444,1904,"378035.27 USD",NA,NA,NA,NA
"morales","adianis","200","FL","federal:house","FL09","C","U",1.482,1.479,42,"19775 USD",NA,NA,NA,NA
"pastrana","allek","100","FL","federal:house","FL07","C","U",-1.158,-1.155,188,"41502.78 USD",NA,NA,NA,NA
"bean","aaron","200","FL","federal:house","FL04","I","M",1.055,1.246,4609,"1738170.86 USD",NA,NA,NA,NA
"botelho","michelle","200","CT","federal:house","CT05","C","F",1.513,1.605,72,"17448.45 USD",NA,NA,NA,NA
"france","mike","200","CT","federal:house","CT02","C","M",1.502,1.342,8798,"741910.47 USD",NA,NA,NA,NA
"caraveo","yadira","100","CO","federal:house","CO08","I","F",-0.973,-0.896,24465,"8124793.49 USD",NA,NA,NA,NA
"frisch","adam","100","CO","federal:house","CO03","O","M",-1.011,-0.933,178286,"17188573.07 USD",NA,NA,NA,NA
"peters","scott","100","CA","federal:house","CA50","I","M",-0.74,-0.761,13289,"2292635.53 USD",NA,NA,NA,NA
"bilash","timothy","100","CA","federal:house","CA50","C","M",-0.961,-0.916,15,"28066.87 USD",NA,NA,NA,NA
"vargas","juan","100","CA","federal:house","CA52","I","M",-0.276,-0.23,4978,"790624.65 USD",NA,NA,NA,NA
"takano","mark","100","CA","federal:house","CA39","I","M",-0.926,-0.875,12174,"1289817.96 USD",NA,NA,NA,NA
"lopez","jazmin","100","CA","federal:house","CA42","C","F",-1.13,NA,91,"8500 USD",NA,NA,NA,NA
"chen","jay","100","CA","federal:house","CA45","C","M",-1.013,-0.915,18810,"1231.08 USD",NA,NA,NA,NA
"calvert","ken","200","CA","federal:house","CA41","I","M",0.827,0.611,9509,"8056905.14 USD",NA,NA,NA,NA
"aguilar","pete","100","CA","federal:house","CA33","I","M",-0.561,-0.871,33500,"5866371.81 USD",NA,NA,NA,NA
"cardenas","tony","100","CA","federal:house","CA29","I","M",-0.507,-0.637,7659,"661700.12 USD",NA,NA,NA,NA
"maher","michael","200","CA","federal:house","CA21","C","M",1.264,NA,538,"785000.57 USD",NA,NA,NA,NA
"mathys","chris","200","CA","federal:house","CA22","C","M",1.916,1.861,57,"338675.39 USD",NA,NA,NA,NA
"hernandez","peter","200","CA","federal:house","CA18","C","M",1.325,NA,363,"198166.89 USD",NA,NA,NA,NA
"mullin","kevin","100","CA","federal:house","CA15","I","M",-0.804,-0.754,2718,"808090.91 USD",NA,NA,NA,NA
"gray","adam","100","CA","federal:house","CA13","C","M",-0.896,-0.75,26316,"6432861.59 USD",NA,NA,NA,NA
"huffman","jared","100","CA","federal:house","CA02","I","M",-0.983,-0.931,5120,"1015638 USD",NA,NA,NA,NA
"kiley","kevin","200","CA","federal:house","CA03","I","M",1.158,1.156,8294,"4266489.4 USD",NA,NA,NA,NA
"lamalfa","doug","200","CA","federal:house","CA01","I","M",1.039,1.098,4379,"1012001.47 USD",NA,NA,NA,NA
"toomim","leah","200","CA","federal:house","CA36","C","F",1.573,1.387,33,"41723.09 USD",NA,NA,NA,NA
"barkley","michael","100","CA","federal:house","CA05","C","M",-1.081,-1.038,564,"86712.32 USD",NA,NA,NA,NA
"davison","jerone","200","AZ","federal:house","AZ04","C","M",1.466,1.631,301,"57902.87 USD",NA,NA,NA,NA
"zink","jeffrey","200","AZ","federal:house","AZ03","O","M",1.436,1.661,36,"60847 USD",NA,NA,NA,NA
"ciscomani","juan","200","AZ","federal:house","AZ06","I","M",1.106,NA,12522,"7035782.04 USD",NA,NA,NA,NA
"crane","eli","200","AZ","federal:house","AZ02","I","M",1.606,1.699,77119,"8559239.47 USD",NA,NA,NA,NA
"rogers","michael","200","AL","federal:house","AL03","I","M",0.823,1.185,6119,"2931555.95 USD",NA,NA,NA,NA
"peltola","mary","100","AK","federal:house","AK01","I","F",-1.053,-1.065,105791,"13443537.46 USD",NA,NA,NA,NA
"tiffany","tom","200","WI","federal:house","WI07","I","M",1.531,1.446,7975,"1248250.19 USD",NA,NA,NA,NA
"vanorden","derrick","200","WI","federal:house","WI03","I","M",1.542,1.62,63167,"7658526.55 USD",NA,NA,NA,NA
"delbene","suzan","100","WA","federal:house","WA01","I","F",-0.914,-0.917,12939,"3850571.4 USD",NA,NA,NA,NA
"call","jason","328","WA","federal:house","WA02","C","M",-1.276,-1.091,1991,"76693.7 USD",NA,NA,NA,NA
"anantatmula","manga","200","VA","federal:house","VA10","O","U",0.982,1.287,632,"12793.52 USD",NA,NA,NA,NA
"griffith","h morgan","200","VA","federal:house","VA09","I","M",1.153,1.228,3967,"1005036.62 USD",NA,NA,NA,NA
"benjamin","leon","200","VA","federal:house","VA04","O","M",1.439,1.486,1401,"127170.71 USD",NA,NA,NA,NA
"moore","blake","200","UT","federal:house","UT01","I","M",0.823,1.266,1972,"2633423.21 USD",NA,NA,NA,NA
"williams","michael","200","TX","federal:house","TX31","C","M",2.272,2.237,6,"1900 USD",NA,NA,NA,NA
"nehls","troy","200","TX","federal:house","TX22","I","M",1.219,1.347,3516,"896335.99 USD",NA,NA,NA,NA
"dela cruz","monica","200","TX","federal:house","TX15","I","F",1.51,1.593,42152,"7936781.16 USD",NA,NA,NA,NA
"pfluger","august","200","TX","federal:house","TX11","I","M",1.441,1.318,10590,"3512299.49 USD",NA,NA,NA,NA
"hunt","wesley","200","TX","federal:house","TX38","I","M",1.512,NA,55134,"2777569.46 USD",NA,NA,NA,NA
"fallon","patrick","200","TX","federal:house","TX04","I","M",1.15,1.276,2056,"799721.08 USD",NA,NA,NA,NA
"bergmann","charlotte","200","TN","federal:house","TN09","C","F",1.5,1.478,394,"57468.61 USD",NA,NA,NA,NA
"fleischmann","charles","200","TN","federal:house","TN03","I","M",1.065,1.173,3750,"1897639.52 USD",NA,NA,NA,NA
"duncan","jeffrey","200","SC","federal:house","SC03","I","M",1.299,1.335,4281,"820074.92 USD",NA,NA,NA,NA
"cicilline","david","100","RI","federal:house","RI01","I","M",-0.974,-0.834,8510,"12272.79 USD",NA,NA,NA,NA
"courser","amy","200","OR","federal:house","OR04","C","F",1.359,1.454,295,"28536.51 USD",NA,NA,NA,NA
"bice","stephanie","200","OK","federal:house","OK05","I","F",1.1,1.158,15589,"2112846.41 USD",NA,NA,NA,NA
"sites","jeffrey","100","OH","federal:house","OH04","C","M",-1.049,-0.762,25559,"334908.56 USD",NA,NA,NA,NA
"jones","mondaire","100","NY","federal:house","NY17","C","M",-0.944,NA,30304,"9960888.75 USD",NA,NA,NA,NA
"torres","ritchie","100","NY","federal:house","NY15","I","M",-0.176,NA,23087,"9149800.46 USD",NA,NA,NA,NA
"devolder santos","george","200","NY","federal:house","NY01","I","M",1.412,1.517,11292,"162529.31 USD",NA,NA,NA,NA
"garbarino","andrew","200","NY","federal:house","NY02","I","M",0.678,0.986,6467,"3863201.83 USD",NA,NA,NA,NA
"prempeh","william","200","NJ","federal:house","NJ09","C","M",1.058,1.621,2330,"49755.61 USD",NA,NA,NA,NA
"brown","leigh","200","NC","federal:house","NC08","O","F",0.829,NA,565,"156928.15 USD",NA,NA,NA,NA
"murphy","gregory","200","NC","federal:house","NC03","I","M",1.062,1.31,3760,"1939613.96 USD",NA,NA,NA,NA
"swain","alan","200","NC","federal:house","NC02","C","M",1.256,1.415,124,"33206 USD",NA,NA,NA,NA
"boyanton","carl","200","MS","federal:house","MS04","C","M",1.833,NA,50,"533609.35 USD",NA,NA,NA,NA
"fischbach","michelle","200","MN","federal:house","MN07","I","F",1.279,1.427,6386,"2016031.04 USD",NA,NA,NA,NA
"junge","paul","200","MI","federal:house","MI08","O","M",1.229,1.459,9481,"5984458.77 USD",NA,NA,NA,NA
"huizenga","william","200","MI","federal:house","MI04","I","M",1.207,1.234,5457,"3128825.74 USD",NA,NA,NA,NA
"parrott","neil","200","MD","federal:house","MD06","O","M",1.398,1.348,6033,"1091508.3 USD",NA,NA,NA,NA
"keating","william","100","MA","federal:house","MA09","I","M",-0.725,-0.596,6677,"681883.89 USD",NA,NA,NA,NA
"scalise","steve","200","LA","federal:house","LA01","I","M",1.109,1.19,157400,"14732239.34 USD",NA,NA,NA,NA
"rogers","harold","200","KY","federal:house","KY05","I","M",0.833,1.375,5311,"1063926.73 USD",NA,NA,NA,NA
"mann","tracey","200","KS","federal:house","KS01","I","M",1.126,1.238,1846,"1523582.68 USD",NA,NA,NA,NA
"bucshon","larry","200","IN","federal:house","IN08","I","M",0.939,1.179,2950,"740452.71 USD",NA,NA,NA,NA
"mrvan","frank","100","IN","federal:house","IN01","I","M",-0.758,-0.583,7410,"3196274.92 USD",NA,NA,NA,NA
"evans","jerry","200","IL","federal:house","IL11","C","M",1.408,1.511,688,"636765.02 USD",NA,NA,NA,NA
"feenstra","randall","200","IA","federal:house","IA04","I","M",1.162,1.243,5296,"4301278.48 USD",NA,NA,NA,NA
"crane","michael","200","GA","federal:house","GA03","O","M",1.653,1.47,746,"590543.15 USD",NA,NA,NA,NA
"clyde","andrew","200","GA","federal:house","GA09","I","M",1.412,1.479,757,"563056.1 USD",NA,NA,NA,NA
"mccormick","richard","200","GA","federal:house","GA07","I","M",1.163,1.355,4934,"2277571.82 USD",NA,NA,NA,NA
"williams","nikema","100","GA","federal:house","GA05","I","F",-0.669,-0.741,3381,"1003637.94 USD",NA,NA,NA,NA
"almonord","valbrun","100","GA","federal:house","GA03","O","U",-1.078,-1.086,407,"44721.53 USD",NA,NA,NA,NA
"perelman","jennifer","100","FL","federal:house","FL25","C","F",-1.033,-1.091,10742,"467506.67 USD",NA,NA,NA,NA
"wilson","frederica","100","FL","federal:house","FL24","I","F",-0.706,-0.788,4380,"488827.68 USD",NA,NA,NA,NA
"paulina luna","anna","200","FL","federal:house","FL13","I","F",1.546,NA,50158,"3697834.71 USD",NA,NA,NA,NA
"castillo","jose","200","FL","federal:house","FL09","C","M",1.583,1.621,972,"86535.57 USD",NA,NA,NA,NA
"cammack","kat","200","FL","federal:house","FL03","I","F",1.25,1.37,5536,"2647816.47 USD",NA,NA,NA,NA
"mccorkle","isaac","100","CO","federal:house","CO04","O","M",-1.045,-1.023,39051,"1691453.78 USD",NA,NA,NA,NA
"ryans","jerlilia","100","CA","federal:house","CA50","C","U",-1.058,-1.018,4,"18223 USD",NA,NA,NA,NA
"burley","brian","200","CA","federal:house","CA47","O","M",1.584,1.593,177,"61946.37 USD",NA,NA,NA,NA
"pudlo","g maebe","100","CA","federal:house","CA30","O","U",-1.021,NA,2833,"116190.76 USD",NA,NA,NA,NA
"arballo","phil","100","CA","federal:house","CA13","C","M",-1.033,NA,65426,"116818.03 USD",NA,NA,NA,NA
"tandon","ritesh","100","CA","federal:house","CA17","C","M",-0.333,-0.108,284,"26133.46 USD",NA,NA,NA,NA
"desaulnier","mark","100","CA","federal:house","CA10","I","M",-0.846,-0.86,4233,"664974.75 USD",NA,NA,NA,NA
"bish","christine","200","CA","federal:house","CA06","C","F",1.435,1.517,267,"182260.28 USD",NA,NA,NA,NA
"gosar","paul","200","AZ","federal:house","AZ09","I","M",1.447,1.202,4984,"478477.68 USD",NA,NA,NA,NA
"crawford","eric","200","AR","federal:house","AR01","I","M",1.01,NA,3387,"1098029.43 USD",NA,NA,NA,NA
"harvey hall","phyllis","100","AL","federal:house","AL02","C","F",-1.093,-1.072,422,"16284 USD",NA,NA,NA,NA
"carl","jerry","200","AL","federal:house","AL01","I","M",1.365,1.304,11550,"2246839.19 USD",NA,NA,NA,NA
"connolly","gerry","100","VA","federal:house","VA11","I","M",-0.734,-0.826,12175,"2538285.99 USD",NA,NA,NA,NA
"mccaul","michael","200","TX","federal:house","TX10","I","M",1.085,1.232,16470,"3131114.63 USD",NA,NA,NA,NA
"carter","john","200","TX","federal:house","TX31","I","M",0.993,1.071,6911,"1217908.23 USD",NA,NA,NA,NA
"cuellar","roberto","100","TX","federal:house","TX28","I","M",0.17,-0.063,8844,"2492808.62 USD",NA,NA,NA,NA
"cantwell","maria","100","WA","federal:senate","WAS24","I","F",-0.789,-0.834,50414,"11147595.82 USD",NA,NA,NA,NA
"stabenow","debbie","100","MI","federal:senate","MIS24","I","F",-0.845,-0.492,71867,"174791.22 USD",NA,NA,NA,NA
"barrasso","john","200","WY","federal:senate","WYS24","I","M",0.929,1.15,22255,"7761388.01 USD",NA,NA,NA,NA
"cardin","benjamin","100","MD","federal:senate","MDS24","I","M",-0.857,-0.699,14376,"30982.35 USD",NA,NA,NA,NA
"murray","patty","100","WA","federal:senate","WAS28","I","F",-1.036,-0.785,73045,"2095534.09 USD",NA,NA,NA,NA
"moran","jerry","200","KS","federal:senate","KSS28","I","M",1.004,1.239,10005,"1805895.59 USD",NA,NA,NA,NA
"feinstein","dianne","100","CA","federal:senate","CAS24","I","F",-0.979,-0.706,36864,"501127.5 USD",NA,NA,NA,NA
"tonko","paul","100","NY","federal:house","NY20","I","M",-0.842,-0.632,8266,"1547112.87 USD",NA,NA,NA,NA
"smith","christopher","200","NJ","federal:house","NJ04","I","M",0.565,0.082,5227,"838736.82 USD",NA,NA,NA,NA
"luetkemeyer","w blaine","200","MO","federal:house","MO03","I","M",1.118,1.264,12784,"1393096.59 USD",NA,NA,NA,NA
"carson","andre","100","IN","federal:house","IN07","I","M",-0.879,-0.568,4767,"834438.54 USD",NA,NA,NA,NA
"posey","bill","200","FL","federal:house","FL08","I","M",1.216,1.085,5770,"499475.78 USD",NA,NA,NA,NA
"larson","john","100","CT","federal:house","CT01","I","M",-0.594,-0.473,7903,"1542287.58 USD",NA,NA,NA,NA
"lee","barbara","100","CA","federal:house","CA12","I","F",-1.087,-0.829,39704,"375045.69 USD",NA,NA,NA,NA
"mcclintock","thomas","200","CA","federal:house","CA05","I","M",1.197,1.254,19416,"1171016.98 USD",NA,NA,NA,NA
"blumenauer","earl","100","OR","federal:house","OR03","I","M",-0.662,-0.787,7377,"1042682.68 USD",NA,NA,NA,NA
"mfume","kweisi","100","MD","federal:house","MD07","I","M",-0.672,-0.694,3374,"533861.78 USD",NA,NA,NA,NA
"castor","kathy","100","FL","federal:house","FL14","I","F",-0.644,-0.654,7206,"1166739.26 USD",NA,NA,NA,NA
"matsui","doris","100","CA","federal:house","CA07","I","F",-0.705,-0.802,4540,"1239231.82 USD",NA,NA,NA,NA
"green","alexander","100","TX","federal:house","TX09","I","M",-0.678,-0.556,1881,"392514.28 USD",NA,NA,NA,NA
"cleaver","emanuel","100","MO","federal:house","MO05","I","M",-0.612,-0.62,4747,"1385775.6 USD",NA,NA,NA,NA
"costa","jim","100","CA","federal:house","CA21","I","M",-0.117,-0.621,5917,"1705407.96 USD",NA,NA,NA,NA
"sanchez","linda","100","CA","federal:house","CA38","I","F",-0.686,-0.725,5904,"1548292.39 USD",NA,NA,NA,NA
"mccollum","betty","100","MN","federal:house","MN04","I","F",-0.665,-0.904,6608,"1789789.09 USD",NA,NA,NA,NA
"delauro","rosa","100","CT","federal:house","CT03","I","F",-0.823,-0.562,9509,"1751634.69 USD",NA,NA,NA,NA
"garamendi","john","100","CA","federal:house","CA08","I","M",-0.595,-0.732,8947,"1113065.76 USD",NA,NA,NA,NA
"svitavsky","jon","100","VT","federal:senate","VTS18","C","M",-1.051,NA,26,"0 USD",NA,NA,NA,NA
"writz","raymond","328","ID","federal:senate","IDS22","C","M",1.198,1.32,11,"190 USD",NA,NA,NA,NA
"jones","lateresa","200","FL","federal:senate","FLS18","C","F",1.428,NA,18,"31 USD",NA,NA,NA,NA
"morrow","scott","100","WY","federal:senate","WYS24","C","M",-1.039,NA,528,"45707.29 USD",NA,NA,NA,NA
"hassan","ahmad","100","TX","federal:senate","TXS24","C","M",-0.407,-0.583,15,"2440 USD",NA,NA,NA,NA
"arguijo","aaron","100","TX","federal:senate","TXS24","C","M",-1.078,-0.928,235,"0 USD",NA,NA,NA,NA
"tomasetti","brandi","200","PA","federal:senate","PAS24","C","F",1.545,NA,11,"0 USD",NA,NA,NA,NA
"walker","troy","100","NV","federal:senate","NVS24","C","M",-1.123,NA,9,"705 USD",NA,NA,NA,NA
"gonzales","manuel","200","NM","federal:senate","NMS24","C","M",-0.233,NA,9,"4605.07 USD",NA,NA,NA,NA
"mele","gregg","200","NJ","federal:senate","NJS24","C","M",1.217,NA,17,"0 USD",NA,NA,NA,NA
"munro","patrick","200","MN","federal:senate","MNS24","C","M",1.551,1.591,7,"0 USD",NA,NA,NA,NA
"barakat","mohammed","200","MD","federal:senate","MDS24","O","M",-1.69,NA,10,"2211.86 USD",NA,NA,NA,NA
"packard","aaron","200","MA","federal:senate","MAS24","C","M",1.517,1.247,50,"630.14 USD",NA,NA,NA,NA
"travis","marshall","100","IN","federal:senate","INS24","O","M",-1.108,NA,5,"0 USD",NA,NA,NA,NA
"sanscrainte","matthew","100","FL","federal:senate","FLS24","C","M",-1.096,NA,2,"0 USD",NA,NA,NA,NA
"peterson","david","100","CA","federal:senate","CAS24","C","M",-0.877,NA,150,"0 USD",NA,NA,NA,NA
"mandela","barack","200","CA","federal:senate","CAS24","O","U",-1.478,NA,2,"0 USD",NA,NA,NA,NA
"fennell","jeremy","100","CA","federal:senate","CAS24","O","M",-1.025,NA,25,"0 USD",NA,NA,NA,NA
"reye","elizabeth","200","AZ","federal:senate","AZS24","O","F",0.283,NA,5,"0 USD",NA,NA,NA,NA
"barlow","william","100","OR","federal:senate","ORS28","C","M",-0.989,-0.002,3,"0 USD",NA,NA,NA,NA
"conrad","william","200","NV","federal:senate","NVS22","C","M",1.253,NA,3,"12476 USD",NA,NA,NA,NA
"sibhatu","lichia","200","NC","federal:senate","NCS26","C","U",2.026,2.046,6,"0 USD",NA,NA,NA,NA
"allen","robert","200","MO","federal:senate","MOS22","O","M",1.837,1.777,2,"823.76 USD",NA,NA,NA,NA
"klingenberg","robert","100","KS","federal:senate","KSS22","C","M",NA,NA,25,"0 USD",NA,NA,NA,NA
"horning","andy","328","IN","federal:senate","INS24","C","M",1.382,1.412,141,"1446 USD",NA,NA,NA,NA
"pastrana","allek","100","FL","federal:senate","FLS22","C","U",-1.158,-1.155,188,"0 USD",NA,NA,NA,NA
"ingram","denard","100","CA","federal:senate","CAS24","C","M",-1.103,NA,7,"0 USD",NA,NA,NA,NA
"cummings","daniel","328","00","federal:president","PRES","C","M",1.895,1.572,10,"232.87 USD",NA,NA,NA,NA
"october","president","200","00","federal:president","PRES","C","M",-1.652,NA,47,"0 USD",NA,NA,NA,NA
"cornejo","gabriel","100","00","federal:president","PRES","C","M",-1.134,NA,20,"0 USD",NA,NA,NA,NA
"charles","celina","328","00","federal:president","PRES","C","F",-1.206,NA,6,"0 USD",NA,NA,NA,NA
"lozada","frank","100","00","federal:president","PRES","C","M",-0.977,NA,25,"0 USD",NA,NA,NA,NA
"gailey","william","100","00","federal:president","PRES","C","M",-1.121,-1.13,3,"0 USD",NA,NA,NA,NA
"campbell","christopher","100","00","federal:president","PRES","C","M",-1.181,NA,3,"0 USD",NA,NA,NA,NA
"i","kurios","328","00","federal:president","PRES","C","",-1.071,NA,2,"0 USD",NA,NA,NA,NA
"roose","rodger","100","00","federal:president","PRES","C","M",-0.896,NA,3,"0 USD",NA,NA,NA,NA
"steele","dayna","100","TX","federal:house","TX36","C","F",-1.158,-0.978,1707,"0 USD",NA,NA,NA,NA
"brannon","mary","100","OK","federal:house","OK04","C","F",-1.217,-0.98,89,"0 USD",NA,NA,NA,NA
"enoch","vanessa","100","OH","federal:house","OH08","C","F",-0.999,-0.928,683,"0 USD",NA,NA,NA,NA
"sablan","gregorio","100","MP","federal:house","MP01","I","M",NA,-0.657,445,"2151.01 USD",NA,NA,NA,NA
"cooper","james","328","GA","federal:house","GA08","C","M",-1.305,-1.249,6,"80 USD",NA,NA,NA,NA
"ehr","phillip","100","FL","federal:house","FL28","C","M",-0.991,-0.578,42173,"0 USD",NA,NA,NA,NA
"martin","brandon","200","AZ","federal:house","AZ02","C","M",NA,1.624,271,"520 USD",NA,NA,NA,NA
"mundy","keith","100","OH","federal:house","OH05","C","M",-1.059,-0.887,172,"13584.21 USD",NA,NA,NA,NA
"zumbluskas","michael","200","NY","federal:house","NY12","C","M",1.352,0.831,231,"0 USD",NA,NA,NA,NA
"banks","james","200","IN","federal:house","IN03","I","M",1.337,1.362,22255,"14577001.98 USD",NA,NA,NA,NA
"grayson","dena","100","FL","federal:house","FL08","C","F",-0.667,-0.569,535,"1149.82 USD",NA,NA,NA,NA
"wiggins","christopher","100","CA","federal:house","CA43","C","M",-1.097,NA,55,"1260 USD",NA,NA,NA,NA
"jefferson","delma","100","CA","federal:house","CA06","C","F",-1.047,NA,4,"0 USD",NA,NA,NA,NA
"mooney","alexander","200","WV","federal:house","WV02","I","M",1.318,1.256,5767,"10647.28 USD",NA,NA,NA,NA
"nath","purnima","200","WI","federal:house","WI04","C","U",0.216,1.361,140,"15663 USD",NA,NA,NA,NA
"anderson","diane","100","WI","federal:house","WI01","C","F",-1.069,NA,15,"0 USD",NA,NA,NA,NA
