"geoid","party_dem","party_npp","party_rep","voters_gender_m","voters_gender_f","voters_gender_unknkown","commercialdatall_gun_owner","commercialdatall_home_owner_or_renter_likely_homeowner","commercialdatall_home_owner_or_renter_likely_renter","commercialdata_upscalebuyerinhome_avg","commercialdata_familymagazineinhome_avg","commercialdata_femaleorientedmagazineinhome_avg","commercialdata_financialmagazineinhome_avg","commercialdata_gardeningmagazineinhome_avg","commercialdata_healthfitnessmagazineinhome_avg"
360650235023017,7,3,11,11,11,0,1,16,0,NA,1,1,3,1,4
361031907053003,8,8,5,11,10,0,0,13,6,NA,1,NA,4,NA,1
361190014012010,30,12,4,20,30,0,4,4,43,NA,1,1,2,1,3
360670116001031,16,14,12,23,21,0,10,21,7,NA,1,1,1,1,2
361170203022018,13,5,31,28,24,0,11,43,0,NA,1,1,3,1,2
361031246011014,33,19,25,40,48,0,8,53,13,NA,1,1,NA,NA,1
360594076004012,9,12,8,15,17,0,1,18,0,NA,1,1,NA,3,2
360239711002070,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360930319003007,11,13,8,23,14,0,2,25,4,NA,1,NA,NA,NA,3
360811377004003,28,22,5,25,31,0,4,12,39,1,1,NA,NA,NA,1
360259707004043,0,2,0,1,1,0,0,2,0,NA,1,NA,NA,NA,NA
360010140022016,25,11,7,24,21,0,2,28,0,NA,2,1,1,1,1
360894918001056,0,0,3,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
360110402001000,1,2,6,6,3,0,4,6,0,NA,1,NA,1,NA,NA
361219701002025,8,9,18,21,20,0,7,9,17,1,1,1,2,1,2
360710131002004,2,1,3,4,2,0,1,4,0,NA,NA,NA,NA,NA,NA
360150101002012,1,8,8,12,5,0,1,10,4,NA,2,NA,1,NA,2
360850201002006,10,1,3,6,8,0,3,7,2,NA,1,NA,1,NA,NA
360593028002012,3,1,6,4,7,0,1,7,0,NA,1,NA,NA,NA,1
360850176001026,10,5,14,14,17,0,8,24,0,NA,1,NA,8,NA,1
361031227042000,4,3,0,4,3,0,0,5,0,NA,NA,NA,NA,NA,NA
360550149012030,4,5,6,6,13,0,4,10,4,NA,1,NA,2,1,2
360550048003004,16,7,2,8,17,0,1,5,14,NA,NA,NA,NA,NA,NA
360910611003005,31,15,12,25,39,0,11,33,16,NA,2,1,2,1,2
360319609004023,3,4,1,4,4,0,0,5,0,NA,2,NA,1,NA,3
360810587002001,100,52,29,91,104,0,3,5,187,NA,1,NA,2,1,2
360870123001008,50,7,7,32,36,0,2,14,41,NA,1,NA,NA,1,3
360593026001000,9,7,1,8,10,0,0,11,0,NA,1,NA,NA,NA,1
360750205005040,0,1,3,3,3,0,1,5,0,NA,1,NA,NA,NA,1
361170216001000,0,1,0,1,1,0,1,2,0,NA,1,NA,NA,NA,1
360259701004014,9,11,21,25,19,0,12,27,7,3,1,1,3,1,4
360290151022041,2,3,4,5,5,0,0,2,4,NA,NA,NA,NA,2,7
360594145012021,2,6,17,15,14,0,7,22,0,1,1,NA,1,1,2
360594060014007,13,8,8,15,17,0,1,16,11,NA,2,NA,NA,NA,1
360179702005067,8,2,6,9,8,0,1,13,0,NA,1,NA,1,NA,1
360930201011016,4,1,0,1,4,0,2,1,1,NA,3,NA,NA,NA,1
360775903004034,1,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360775916001020,16,6,11,19,15,0,0,20,0,NA,1,NA,1,1,2
360010148021053,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,1
360810088002009,11,8,10,13,16,0,1,17,5,NA,1,1,NA,3,2
360430115012101,0,1,3,3,3,0,0,6,0,NA,1,NA,NA,NA,1
360610104001004,3,1,3,6,2,0,0,0,8,NA,NA,NA,NA,NA,NA
360070123004053,8,12,6,15,13,0,9,15,6,NA,1,1,1,2,2
360130365002073,1,7,4,8,5,0,3,10,0,NA,2,1,1,5,3
361019622002050,4,2,10,8,8,0,6,12,0,NA,1,1,2,1,2
360050383021003,539,138,24,280,438,2,5,0,719,NA,1,NA,2,1,1
360010018013001,27,2,0,14,17,0,2,20,0,NA,2,2,5,NA,2
361031908004026,6,4,6,11,5,0,0,6,6,1,1,NA,NA,NA,2
361119550004019,1,1,2,3,2,0,0,4,0,NA,1,NA,NA,NA,1
361031583042029,3,1,3,5,5,0,1,4,0,NA,NA,NA,NA,NA,3
360594064007008,5,12,32,20,31,0,10,31,15,1,2,1,1,1,1
360630244011038,16,7,13,14,23,0,4,6,30,NA,1,NA,1,NA,1
361031595081011,16,21,28,36,35,0,5,40,13,NA,1,NA,NA,NA,1
361031347041005,16,15,17,22,27,0,11,45,0,NA,1,1,1,NA,2
361190022023010,8,9,10,15,14,0,7,18,5,NA,NA,NA,NA,NA,NA
360894918002052,11,5,8,11,20,0,3,16,0,NA,NA,NA,1,NA,1
360810270001013,58,15,5,33,45,0,0,9,60,1,1,1,NA,NA,1
361019606001036,0,3,4,3,5,0,0,1,1,NA,NA,NA,NA,NA,NA
360730404002045,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
361190123032024,9,3,1,5,8,0,1,7,3,1,4,2,3,1,2
361031585051035,10,2,14,15,12,0,3,16,2,NA,1,NA,2,NA,2
360272211003007,22,14,2,19,22,0,0,0,41,NA,1,NA,NA,NA,1
360810407004002,50,22,3,35,43,0,0,0,78,NA,NA,NA,NA,NA,2
360595214004008,6,12,9,14,17,0,4,21,3,NA,2,NA,2,NA,2
361031905021046,2,0,0,2,2,0,0,4,0,NA,NA,NA,NA,NA,NA
361031349021005,17,16,34,32,40,0,14,56,8,3,1,NA,1,NA,1
361031702025055,1,2,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA
360870125011010,30,19,39,45,47,0,13,37,35,NA,1,NA,3,1,1
360274100002007,51,20,16,47,44,0,7,30,1,NA,1,1,1,1,3
361031234013019,0,2,5,4,4,0,1,6,0,NA,NA,NA,NA,NA,1
360470864002002,18,2,2,11,11,0,0,2,18,NA,NA,1,NA,NA,NA
361190123043000,17,11,18,24,24,0,4,31,0,NA,1,NA,NA,NA,2
360319603001037,3,3,3,6,4,0,0,9,0,3,2,2,2,1,2
360150111003014,10,6,18,16,18,0,9,16,10,1,1,1,2,NA,3
361090019001035,28,8,14,25,28,0,5,21,16,NA,1,NA,1,4,3
360670131003022,6,6,7,9,10,0,4,17,0,NA,1,2,2,NA,3
360290102023003,22,6,1,11,19,0,2,15,11,NA,NA,NA,NA,NA,6
360039504003125,1,0,3,2,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360010131001020,39,19,2,23,44,0,7,8,12,NA,2,4,2,1,2
360775901002065,1,1,0,1,2,0,0,2,1,NA,1,NA,NA,NA,NA
360470798023000,494,79,12,257,339,1,10,9,580,NA,1,1,1,NA,1
360290091141000,23,8,16,27,20,0,13,39,0,NA,1,1,2,NA,2
360850170092004,14,13,34,30,35,0,11,29,20,NA,1,1,1,NA,2
361059517002046,33,16,8,25,39,0,4,26,13,1,1,NA,2,NA,3
361031906043021,5,1,8,8,6,0,1,7,4,3,1,NA,NA,3,1
360670126003015,46,25,23,38,65,0,9,24,75,NA,1,1,2,1,1
360670103221023,1,6,4,6,6,0,1,7,3,NA,4,NA,NA,NA,5
360179708014007,0,0,4,1,3,0,2,3,0,NA,NA,NA,NA,NA,1
360630242011019,9,17,20,26,32,0,3,25,11,NA,1,1,NA,NA,1
361031234012012,71,16,10,37,64,0,2,5,90,NA,1,NA,1,NA,2
361032009022029,1,1,2,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA
360530305022041,0,1,2,2,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360830522032015,1,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360470720001001,93,17,3,55,64,0,0,3,115,NA,NA,NA,NA,1,1
360790118003002,5,7,9,11,13,0,8,18,0,NA,1,NA,NA,NA,NA
360910606021005,1,5,11,7,10,0,6,12,0,NA,1,1,2,2,2
361119529001014,0,2,2,2,3,0,1,3,1,NA,4,NA,NA,NA,4
360810376005000,45,7,0,25,28,0,3,17,29,1,1,NA,NA,NA,1
361031587051032,16,8,1,13,13,0,1,6,13,NA,1,NA,NA,NA,1
360470610043002,95,84,76,122,145,1,3,66,172,NA,1,1,1,1,1
360179708022050,8,12,12,17,19,0,4,23,5,NA,1,1,2,1,1
361119545004029,1,0,0,1,0,0,1,1,0,NA,1,NA,NA,NA,NA
360470033002003,443,111,18,275,317,0,12,0,587,1,1,1,1,2,1
361070203001036,1,2,2,2,3,0,2,4,0,NA,NA,NA,NA,NA,NA
360594133004008,20,8,8,14,23,0,4,24,9,NA,1,NA,NA,2,2
360594085002001,22,15,25,24,40,0,9,34,15,NA,1,1,1,NA,2
360499503005046,2,1,4,4,3,0,1,6,0,NA,NA,NA,NA,NA,NA
361119548001007,14,5,2,12,12,0,1,7,11,NA,1,NA,NA,NA,2
360150102005031,14,17,26,30,33,0,12,38,5,NA,1,NA,2,1,1
360594156002009,11,19,20,29,24,0,10,23,15,NA,1,NA,1,2,2
360790108002010,2,3,1,3,3,0,1,2,3,1,1,NA,1,NA,1
361170218002006,21,13,4,19,26,0,8,15,23,NA,1,NA,1,1,1
360290130014011,12,6,11,14,16,0,1,26,0,NA,1,2,NA,NA,1
360650227022016,18,17,29,38,36,0,13,48,1,NA,1,1,1,2,2
360670138001015,2,3,0,0,5,0,0,5,0,NA,3,NA,5,1,3
360050335003000,174,52,36,104,172,0,12,43,218,2,1,1,1,1,2
360450604005017,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360910625061011,2,10,6,10,8,0,1,9,0,NA,1,NA,NA,NA,3
360810626001009,8,2,0,5,5,0,0,1,4,NA,NA,NA,NA,NA,1
360710118021026,7,8,16,15,16,0,7,22,1,NA,1,NA,1,NA,1
360359706003075,0,3,4,2,6,0,1,5,0,NA,NA,NA,NA,NA,1
361031583041039,2,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360870115052005,11,3,2,12,10,0,0,4,15,NA,NA,NA,NA,NA,NA
360650241023020,0,0,5,3,2,0,0,3,0,NA,NA,NA,NA,NA,NA
361130760003043,4,4,15,13,10,0,6,12,1,NA,1,NA,NA,2,3
360130374001003,3,4,8,8,9,0,5,7,2,NA,1,NA,3,1,1
360593026001014,16,13,18,25,25,0,4,21,19,NA,1,1,2,NA,4
360050293012002,78,16,14,58,54,0,10,24,72,1,1,NA,2,1,3
360594129001011,112,22,12,75,77,0,7,70,60,NA,1,1,1,1,2
360810039001003,119,66,11,98,104,0,5,0,202,NA,1,1,1,NA,1
361190089015002,152,63,34,111,161,0,9,3,263,NA,1,1,1,3,1
361031585061020,8,19,12,19,23,0,6,20,5,NA,1,NA,3,4,2
360910611003011,8,4,1,5,8,0,1,2,5,2,1,NA,1,1,2
361190147033015,80,66,57,106,116,0,30,138,17,1,1,1,1,1,1
360690504006046,2,7,9,10,9,0,3,13,2,NA,3,2,2,1,1
361231501005053,3,2,5,5,5,0,1,7,0,NA,NA,NA,NA,NA,NA
361170205002015,6,7,15,15,15,0,3,20,0,NA,1,1,4,NA,2
361031121031011,8,3,4,8,8,0,4,16,0,NA,2,1,1,NA,2
361031119002008,5,5,4,5,10,0,5,11,0,NA,1,1,1,2,2
360450615003035,0,2,1,1,2,0,1,2,0,NA,1,NA,NA,1,1
361119510001007,2,0,0,1,1,0,1,2,0,NA,1,NA,NA,2,2
360595190005000,25,28,31,44,41,0,13,59,9,NA,1,NA,1,1,3
360593042022006,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
361031464031007,24,12,8,17,27,0,3,12,27,NA,1,NA,NA,2,2
360810992002031,5,4,0,2,7,0,0,0,9,NA,NA,NA,NA,NA,NA
360594053011000,12,13,18,19,26,0,7,16,15,NA,1,2,NA,1,1
360210010004097,0,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
360595179021019,2,0,3,2,3,0,3,3,0,NA,1,NA,NA,NA,1
360593033023007,9,5,7,9,16,0,3,14,6,NA,1,1,1,1,3
360210005001083,20,24,14,32,36,0,10,45,1,NA,1,NA,1,1,1
360179708024012,16,15,19,29,24,0,9,34,10,NA,1,1,1,1,1
361031457013013,44,31,26,54,50,0,5,1,102,NA,NA,NA,NA,NA,4
361031234022007,24,11,15,26,26,0,3,35,5,NA,1,NA,1,NA,1
360979503003053,2,2,2,4,4,0,1,2,0,NA,4,NA,1,5,6
360810263001002,25,17,3,31,18,0,2,9,38,NA,1,NA,NA,NA,2
360594135003016,21,8,3,13,21,0,8,19,5,NA,1,NA,1,1,3
360594121004016,0,9,7,8,8,0,3,9,0,NA,1,NA,1,NA,2
360594134001002,13,22,19,24,32,0,5,26,21,NA,1,1,3,NA,2
360272101014017,17,7,0,13,13,0,1,7,15,NA,2,NA,NA,NA,NA
360510311003069,0,1,4,2,3,0,0,0,0,NA,1,NA,NA,NA,3
360670002002003,17,13,6,16,24,0,2,6,18,NA,1,NA,NA,NA,NA
360539403002023,3,4,4,6,5,0,0,0,4,NA,NA,NA,NA,NA,NA
361031702012009,15,18,20,26,31,0,10,36,4,2,2,2,1,2,2
361031119003003,21,22,21,37,32,0,12,41,11,NA,1,1,1,2,2
360811471001020,41,17,6,32,35,0,1,1,66,NA,1,NA,1,NA,3
360650230003023,18,18,27,36,36,0,15,45,10,1,1,1,NA,2,1
360850122001006,32,13,31,43,39,0,10,26,45,NA,3,NA,1,1,2
360290157003000,3,11,6,11,12,0,5,15,3,NA,1,NA,NA,3,3
360070119012081,15,8,23,24,27,0,12,33,5,NA,1,NA,2,1,2
360191021001013,13,10,7,15,17,0,2,11,5,NA,1,NA,NA,NA,2
360594147003025,35,42,74,70,93,0,26,83,49,1,1,1,2,2,1
360750205005013,0,2,2,2,2,0,2,4,0,NA,1,1,NA,NA,4
360690504006001,3,3,8,6,10,0,1,11,4,NA,1,NA,3,1,1
361070207021123,0,0,1,0,1,0,1,1,0,NA,1,NA,NA,2,2
360550118001004,23,15,14,22,33,0,11,28,16,NA,1,2,2,1,1
360010146111049,3,0,0,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
360595178011032,0,1,2,1,2,0,0,0,3,NA,NA,NA,NA,NA,3
360450607001096,3,2,6,6,5,0,2,9,0,NA,1,1,2,NA,2
361031102003000,13,5,11,16,16,0,8,17,6,NA,1,NA,NA,NA,3
360210009002046,0,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA
360894917001008,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360550094004006,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
360593025012010,6,5,13,13,13,0,1,14,7,NA,NA,NA,NA,NA,1
360290163003019,9,4,3,9,11,0,1,1,17,NA,1,NA,NA,NA,1
361031109013006,5,10,5,8,13,0,2,9,9,NA,NA,NA,NA,NA,NA
360810054004000,13,6,11,12,18,0,1,4,26,NA,1,NA,1,NA,2
360750216021015,18,4,13,17,21,0,1,20,13,NA,2,1,3,2,5
360810044012000,57,11,7,41,35,0,0,4,70,NA,NA,NA,NA,3,5
360130363002082,0,0,3,1,3,0,1,2,0,NA,3,NA,NA,2,2
360710151006006,3,0,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,1
360593020001004,17,10,10,19,20,0,3,33,0,1,1,NA,3,3,1
360850081003010,44,10,10,30,42,0,10,22,43,NA,1,1,1,1,1
360870116022013,2,3,10,10,6,0,1,12,0,NA,NA,NA,1,NA,3
360050220001007,58,15,4,43,39,0,2,0,81,NA,1,NA,1,NA,2
360670119003016,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360594050002004,53,25,11,39,51,0,4,29,52,NA,1,1,1,1,1
360550150003070,4,0,6,5,5,0,0,10,0,NA,1,NA,1,1,1
361031907082072,14,12,16,24,20,0,5,28,5,2,1,1,3,2,2
361150840001009,6,0,3,4,5,0,2,7,0,NA,3,NA,2,NA,8
361019604001000,2,1,0,2,1,0,0,3,0,1,NA,NA,NA,NA,NA
360470563001004,60,22,1,45,42,0,2,0,83,NA,1,1,3,3,1
360010148012073,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360593010003020,2,0,1,1,2,0,0,1,0,NA,NA,NA,NA,NA,NA
361031458033017,34,39,57,71,69,0,27,88,15,3,1,1,4,2,2
360290109023019,20,11,9,21,23,0,6,14,21,NA,1,NA,NA,1,1
360191009002006,29,16,17,31,39,0,15,30,32,2,1,1,2,1,2
360870109012012,32,19,28,39,45,0,12,55,0,NA,1,NA,2,NA,1
360319607001020,2,0,4,2,4,0,0,3,1,NA,1,NA,NA,1,NA
360210004021064,3,7,4,7,10,0,1,11,1,NA,1,NA,1,NA,1
360775906001126,3,1,5,5,7,0,4,5,4,NA,1,NA,NA,NA,1
360810069002001,100,37,16,75,85,0,3,4,155,NA,NA,1,1,NA,2
360359704001058,3,1,1,4,1,0,2,4,0,NA,1,NA,NA,2,1
361031585052014,3,10,13,11,19,0,4,19,7,NA,1,NA,1,NA,2
361031350043018,7,14,14,19,23,0,3,27,6,NA,1,NA,1,NA,2
361031352011013,12,18,11,20,22,0,5,30,4,NA,1,1,NA,NA,1
361190112002046,20,6,1,11,17,0,4,13,5,NA,1,1,NA,NA,2
360811010022003,9,4,2,6,10,0,0,0,12,NA,NA,NA,NA,NA,NA
360550123013026,156,100,129,191,205,0,63,320,15,2,1,1,2,1,2
360070126006026,3,5,0,5,4,0,1,1,4,NA,1,NA,NA,NA,NA
360470646002000,86,38,49,92,88,0,20,77,71,1,1,NA,1,1,2
360999508004038,3,0,2,3,2,0,1,3,0,NA,NA,1,NA,NA,1
361019620003079,0,2,5,4,3,0,0,0,3,NA,NA,NA,NA,NA,NA
360710005012008,31,7,4,15,29,0,0,0,40,NA,NA,NA,NA,NA,3
360550132032017,7,6,3,5,12,0,2,14,0,NA,1,NA,NA,2,3
360290091133011,24,17,28,36,36,0,7,43,9,NA,1,1,2,NA,2
360710107005000,8,3,6,10,9,0,0,14,2,NA,1,1,NA,NA,3
360670110221017,6,11,6,11,12,0,3,15,0,1,1,1,4,1,3
360470484001001,310,123,74,255,272,1,19,36,448,1,1,1,2,1,2
361031583193012,12,12,11,16,20,0,4,14,10,NA,NA,1,1,NA,1
361070203002044,0,2,3,2,3,0,0,4,0,NA,NA,NA,NA,NA,NA
360270601002017,11,2,4,8,9,0,0,2,3,NA,NA,NA,1,NA,NA
360470814001003,128,18,4,66,86,0,3,11,137,NA,1,1,NA,NA,1
360271100033016,2,3,8,6,9,0,4,11,0,NA,1,1,NA,NA,1
360274100002013,0,1,0,0,1,0,0,0,0,NA,1,NA,NA,NA,NA
360359709001001,3,11,8,12,12,0,0,5,10,NA,2,1,NA,1,4
360593038003000,10,17,12,18,24,0,0,20,13,NA,1,NA,NA,NA,1
361059511002005,18,7,1,11,15,0,5,13,6,NA,1,NA,NA,1,1
360710132022020,1,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
361170206001019,2,1,5,5,3,0,2,2,0,NA,NA,NA,1,NA,NA
360550109023014,26,8,13,25,24,0,2,29,8,NA,2,1,1,NA,2
360570728004097,1,1,3,3,2,0,0,5,0,NA,NA,NA,NA,1,1
360690503012008,2,4,3,7,4,0,0,8,2,NA,1,NA,NA,NA,NA
360710149002040,7,11,11,17,12,0,5,25,0,NA,1,NA,1,NA,5
360430115013046,1,0,0,1,0,0,0,1,0,NA,1,1,1,3,5
360910611006021,0,1,3,3,1,0,0,4,0,NA,NA,NA,NA,NA,1
360070002001021,3,2,1,1,5,0,0,0,6,NA,1,NA,1,NA,1
360710101013009,77,49,89,109,133,1,37,126,44,NA,1,1,1,2,2
360550117081006,28,20,29,40,42,0,21,71,0,1,1,1,2,NA,2
360099622002105,20,4,24,25,26,0,4,18,21,1,1,NA,NA,2,2
360810665011002,29,18,27,35,40,0,4,29,38,NA,1,1,2,NA,1
360750214021041,3,4,10,12,8,0,3,10,3,1,2,1,4,NA,1
360595201001008,13,16,7,17,19,0,2,19,8,NA,1,1,2,NA,3
360010140013008,5,3,7,8,7,0,1,9,0,NA,NA,NA,NA,NA,2
360894905002023,14,6,6,15,17,0,1,20,5,NA,3,2,NA,3,1
360271700002016,9,6,10,14,13,0,5,20,0,NA,1,NA,1,1,2
360550115042001,13,11,18,21,23,0,6,30,4,1,1,NA,1,4,1
361031907053017,28,18,24,37,40,0,10,36,9,1,2,1,3,2,3
360191008003027,2,6,5,9,4,0,5,8,0,NA,1,NA,NA,NA,1
360259711003044,1,3,0,1,3,0,0,2,0,NA,2,NA,NA,1,2
361019607004009,16,7,17,21,22,0,2,25,8,NA,1,1,4,1,3
360870126002047,7,10,9,15,15,0,4,27,0,NA,3,1,6,NA,2
360775915002038,6,1,2,5,6,0,0,5,0,NA,NA,NA,NA,2,1
360050211002002,217,43,7,105,168,0,6,3,268,NA,1,NA,1,1,1
360570704001007,9,1,7,13,7,0,0,3,14,NA,NA,NA,NA,NA,NA
360130367002081,3,6,16,13,12,0,8,20,0,NA,2,1,NA,NA,1
360499507005002,0,0,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360130360002038,8,6,1,9,9,0,4,8,2,NA,2,3,1,3,5
360910620001058,20,16,12,24,27,0,1,21,18,NA,1,1,1,1,1
361190118001010,31,17,18,32,35,0,11,47,0,NA,2,1,1,NA,2
360010145032023,69,35,25,65,72,0,24,92,16,1,1,1,2,2,2
360830526012114,3,6,1,8,5,0,4,6,3,NA,NA,NA,NA,NA,1
360150011004013,4,3,8,12,8,0,0,6,10,NA,NA,NA,NA,1,NA
361119544004003,2,0,2,2,2,0,1,3,0,NA,NA,NA,NA,NA,NA
360593030001009,20,11,27,24,34,0,5,39,3,NA,1,NA,1,2,3
361190068024014,14,2,3,9,12,0,5,13,3,NA,1,NA,NA,4,3
360810916012021,3,0,0,2,2,0,2,3,0,NA,3,1,NA,2,2
360271404003011,13,11,17,24,20,0,5,33,5,1,2,1,2,NA,3
360470094001000,115,94,33,127,123,0,3,5,235,NA,1,1,1,NA,3
361119501004010,4,2,3,3,6,0,1,4,1,NA,NA,NA,NA,2,1
360210010002011,25,6,10,20,24,0,5,20,6,NA,1,NA,1,1,2
360210001001080,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
361032010034020,9,3,9,16,11,0,0,10,0,1,1,NA,1,NA,2
361031581141045,13,9,10,16,18,0,4,22,0,NA,1,1,1,1,2
361031587052007,13,2,4,11,10,0,0,8,5,NA,1,1,2,NA,2
360650241011147,2,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
361190081001006,54,53,25,53,88,0,18,54,67,NA,1,1,3,1,1
360650255001019,4,12,4,11,13,0,0,3,10,NA,1,1,5,1,4
360570703002008,7,6,10,12,11,0,3,2,21,NA,1,NA,1,NA,1
361031588022025,20,16,21,31,29,0,12,38,8,1,2,1,4,1,3
361059502001043,0,0,3,2,1,0,1,2,0,NA,NA,NA,NA,NA,NA
360179706011004,10,7,14,14,18,0,4,10,3,NA,1,NA,NA,NA,1
361059517004057,3,3,2,5,4,0,0,0,3,NA,1,NA,4,3,4
360750203021031,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360810317003002,115,38,27,72,116,0,11,51,128,1,1,NA,1,NA,2
360070134002003,15,4,5,13,11,0,4,18,0,NA,1,NA,NA,NA,1
360070012002019,8,1,1,6,5,0,0,0,11,NA,NA,NA,3,NA,NA
360910609013023,0,0,3,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA
360359704003021,0,0,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360010003001020,17,4,5,11,15,0,1,11,5,NA,2,1,1,NA,1
361019606003132,16,11,29,26,36,0,8,42,5,1,1,1,2,2,2
360319601002005,1,3,0,1,3,0,0,1,0,NA,NA,NA,NA,NA,2
360850277052004,59,34,46,77,75,0,12,40,91,1,1,1,1,1,2
361090020002013,14,8,9,13,20,0,3,12,6,NA,1,1,NA,NA,1
360830412002007,9,9,8,10,20,0,1,6,20,NA,1,NA,1,1,2
360894917004038,4,7,5,9,9,0,4,9,4,NA,3,NA,1,NA,1
361031466061032,13,14,17,26,20,0,5,33,7,NA,2,NA,2,NA,1
360010128004014,17,8,1,11,20,0,0,0,30,NA,1,NA,NA,NA,NA
360910605021028,8,7,30,23,24,0,15,30,2,NA,1,NA,1,3,2
360810164002002,97,45,14,70,89,0,1,46,86,NA,1,1,1,2,2
361031586042025,4,10,15,13,20,0,5,15,6,NA,1,NA,2,NA,3
360750201001134,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,1
360811241002005,45,25,13,47,39,0,8,59,16,NA,1,NA,NA,NA,1
360110404001004,15,15,25,33,29,0,11,29,11,NA,1,1,NA,2,2
360594162013013,5,12,20,20,21,0,4,25,11,NA,2,1,2,NA,1
360594137005000,19,14,10,26,25,0,3,27,12,1,1,NA,1,1,1
360630242023032,0,0,2,1,2,0,0,1,0,NA,NA,NA,NA,NA,1
360610008005002,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
361170215022011,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360150105002005,4,2,7,7,7,0,3,7,2,NA,2,NA,2,1,1
360730408011058,0,1,4,3,3,0,0,5,0,NA,1,1,NA,1,1
360270802011001,33,26,35,54,55,0,9,58,12,2,1,1,1,1,2
360510311001057,5,8,4,8,10,0,0,11,3,NA,1,NA,NA,NA,NA
361150850001004,1,0,5,4,3,0,0,5,0,NA,NA,NA,NA,NA,NA
361031905042007,4,7,8,12,9,0,3,20,0,1,2,1,2,1,3
360690514001045,3,8,10,12,11,0,4,4,14,NA,1,NA,NA,NA,2
361150900003043,0,0,1,1,0,0,0,0,0,NA,1,NA,NA,NA,NA
360930327001004,1,4,1,3,3,0,3,6,0,NA,1,1,2,2,3
360070132023005,16,11,8,17,20,0,5,14,17,1,1,1,1,1,1
361090006004042,9,2,2,7,6,0,1,3,4,NA,NA,NA,NA,NA,NA
360775904003000,2,3,4,3,7,0,3,7,0,NA,1,NA,NA,2,5
361031584072023,13,14,21,29,32,0,6,32,3,1,2,1,3,2,3
360894920002009,18,10,10,25,14,0,3,9,21,NA,2,NA,1,2,1
361031104012007,31,21,43,51,52,0,15,76,9,2,1,1,3,1,2
360179705002053,23,22,33,44,43,0,10,48,13,1,1,1,NA,2,1
360670015001015,4,3,2,5,5,0,1,5,2,NA,1,NA,NA,NA,2
361130780003026,2,0,1,2,2,0,0,2,0,NA,NA,NA,NA,NA,1
360593036006003,23,14,26,29,35,0,13,39,12,1,2,1,3,NA,1
360594117003006,10,7,7,15,10,0,3,21,3,NA,2,1,2,1,2
360271200002040,2,0,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360894929003058,3,0,4,4,3,0,0,5,0,NA,NA,NA,NA,NA,NA
360070121032032,20,6,14,19,24,0,10,35,0,NA,1,1,1,1,4
360070124003092,1,0,0,2,0,0,0,2,0,NA,NA,NA,NA,1,NA
360650216021007,1,1,3,3,3,0,2,4,0,NA,2,2,NA,NA,2
360850226003020,27,23,52,51,61,0,4,50,30,NA,1,1,NA,NA,3
360830526031064,0,1,2,2,2,0,0,3,0,NA,5,1,2,1,2
361031588022031,5,4,12,13,13,0,7,19,0,NA,1,NA,NA,3,1
360470047001001,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360390811013035,4,0,0,2,2,0,0,4,0,NA,NA,NA,NA,2,3
360419503001029,7,3,3,9,4,0,0,2,3,NA,1,NA,NA,NA,1
360271402005010,11,7,7,11,15,0,1,15,0,1,1,NA,1,NA,4
360010128004000,4,4,2,4,6,0,0,0,9,NA,NA,NA,NA,NA,NA
361130708004004,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
