"geoid","party_dem","party_npp","party_rep","voters_gender_m","voters_gender_f","voters_gender_unknkown","commercialdatall_gun_owner","commercialdatall_home_owner_or_renter_likely_homeowner","commercialdatall_home_owner_or_renter_likely_renter","commercialdata_upscalebuyerinhome_avg","commercialdata_familymagazineinhome_avg","commercialdata_femaleorientedmagazineinhome_avg","commercialdata_financialmagazineinhome_avg","commercialdata_gardeningmagazineinhome_avg","commercialdata_healthfitnessmagazineinhome_avg"
361190052002002,25,39,44,53,58,0,17,76,7,NA,1,1,2,1,2
360290036001000,37,3,1,20,22,0,1,4,36,NA,2,NA,1,NA,1
360570722004014,7,11,8,12,14,0,7,21,1,NA,1,NA,1,3,1
360630217003001,5,1,2,6,3,0,0,4,2,NA,NA,NA,NA,NA,NA
360272102013004,26,4,2,14,18,0,2,16,8,NA,1,NA,2,NA,5
361032009026022,40,7,3,28,23,0,3,16,5,1,1,1,2,1,1
360594122003005,8,5,13,10,18,0,3,8,8,NA,1,NA,1,NA,1
360894921003018,1,0,0,1,2,0,0,3,0,NA,NA,NA,NA,NA,1
360499507002137,2,0,0,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
360594139005003,19,10,4,13,22,0,2,8,21,NA,1,NA,NA,NA,2
360130370002011,18,12,32,37,32,0,14,53,3,NA,2,1,2,NA,1
361231501005077,6,13,14,19,17,0,5,30,1,1,2,1,1,1,1
360570722002056,3,0,1,3,2,0,0,5,0,3,NA,NA,1,3,NA
360471188002003,37,4,7,22,29,0,1,4,41,NA,NA,1,2,NA,3
360470212003003,16,10,10,11,25,0,3,6,26,NA,1,NA,1,1,1
360894927004006,3,4,10,13,9,0,0,10,0,NA,1,NA,1,NA,3
361119534004007,57,22,6,37,48,0,3,30,34,1,1,1,1,1,2
360259712002096,1,0,2,1,3,0,0,1,1,NA,NA,NA,NA,NA,NA
360550145043019,8,4,2,7,7,0,0,12,0,NA,1,NA,4,2,2
360150004002016,10,2,3,7,9,0,3,9,4,NA,2,1,1,NA,2
360570728004030,3,2,7,7,6,0,2,7,0,NA,1,NA,NA,NA,NA
360130365001047,3,3,2,5,5,0,2,7,0,NA,NA,NA,2,NA,3
360130308005008,17,7,10,14,23,0,4,29,1,2,1,1,3,1,2
360290109011002,156,67,41,146,148,0,24,130,69,1,1,1,2,1,2
360610129002008,603,215,63,479,428,0,17,18,878,1,1,1,1,NA,1
360670138001031,8,7,13,11,19,0,4,25,0,1,2,1,1,1,2
360450607002004,1,2,7,7,3,0,2,5,2,NA,NA,NA,1,NA,1
360670107002007,29,28,35,50,49,0,13,50,21,NA,1,1,3,1,2
360470140001002,61,39,51,78,78,0,14,38,101,1,1,1,1,1,2
361031246022004,10,8,6,11,20,0,7,18,11,6,1,NA,1,1,2
360290155044017,25,16,21,28,39,0,11,38,14,NA,1,1,NA,2,2
360910624034009,18,14,6,17,23,0,3,29,0,1,1,NA,1,3,2
360510312003033,0,1,7,4,4,0,2,7,0,NA,NA,NA,NA,1,1
360594141003011,18,7,0,12,13,0,0,7,11,NA,NA,NA,1,NA,2
360957401003024,0,0,2,1,1,0,2,2,0,NA,1,NA,NA,NA,NA
360595220001011,21,9,20,27,24,0,4,21,18,NA,2,2,1,1,3
360670036011003,5,4,4,9,5,0,0,0,14,NA,NA,NA,NA,NA,NA
360930331012014,11,22,20,30,25,0,11,40,3,4,1,2,1,2,1
360957404004044,0,3,2,2,3,0,1,3,0,NA,NA,NA,NA,NA,NA
360850170112007,36,38,47,57,72,0,22,59,50,NA,1,1,1,1,2
360650230003013,13,15,27,33,29,0,16,46,1,NA,1,NA,2,2,1
360450610002060,7,5,6,6,13,0,6,4,10,NA,1,NA,NA,NA,2
360810947002004,40,22,7,36,34,0,2,12,47,NA,1,NA,NA,NA,1
360210010001053,13,10,23,24,27,0,6,23,15,NA,1,2,3,1,2
360270802014001,30,26,23,41,47,0,12,58,14,NA,1,1,1,2,1
360290087005004,52,10,27,38,53,0,2,32,49,NA,2,1,NA,NA,2
360610255004002,176,40,20,85,158,0,6,0,243,NA,1,1,1,1,1
360594143012015,17,12,8,21,18,0,0,11,27,NA,NA,NA,NA,NA,2
361031588044037,74,50,70,90,115,0,17,3,197,2,1,1,2,1,2
361170207001003,12,5,10,5,23,0,0,0,26,NA,2,NA,NA,NA,1
360610145004000,372,122,78,263,340,0,25,48,541,1,1,1,2,1,2
360450616002064,0,2,2,1,3,0,1,1,0,NA,1,NA,NA,NA,2
360271903012011,0,2,0,1,2,0,0,1,2,NA,NA,NA,NA,NA,NA
360910605021107,0,1,1,1,2,0,1,1,0,NA,NA,NA,NA,NA,1
361019607001009,6,4,5,11,8,0,4,17,1,NA,1,NA,NA,NA,1
360570727004029,0,4,4,5,4,0,2,8,0,NA,NA,NA,NA,NA,2
360870108023002,9,16,10,20,16,0,4,19,4,NA,NA,NA,NA,NA,NA
360894910002037,17,6,22,24,24,0,10,37,1,NA,1,1,1,1,2
361031226022029,7,8,5,11,10,0,3,12,0,NA,1,NA,1,NA,2
360775907002095,3,5,2,5,6,0,4,9,0,NA,NA,NA,NA,NA,NA
360630244013013,11,2,11,14,10,0,5,19,0,NA,2,NA,2,1,1
360419503001112,3,3,6,4,9,0,1,6,5,NA,2,NA,4,2,3
361170209002056,1,1,3,2,3,0,2,3,0,NA,NA,NA,NA,NA,NA
361031460012008,2,3,2,2,6,0,0,2,4,NA,NA,NA,NA,NA,NA
360570724002052,8,5,13,14,15,0,4,12,11,NA,1,NA,NA,NA,3
360550131012003,9,8,8,11,14,0,4,10,12,NA,3,1,1,NA,2
360830409001001,2,3,1,2,5,0,0,0,7,NA,NA,NA,NA,NA,NA
360710150052001,8,2,4,9,12,0,0,0,16,NA,NA,NA,NA,NA,NA
360450616002037,6,7,2,8,8,0,1,3,8,NA,NA,NA,NA,NA,4
360775907001023,3,1,3,3,5,0,0,4,3,NA,2,1,1,2,4
360290174002015,18,9,0,15,15,0,2,22,3,NA,1,NA,NA,NA,1
360290095023016,30,18,26,39,43,0,14,61,0,1,1,1,1,1,1
360670162002003,13,10,7,15,18,0,8,25,0,NA,1,1,1,1,3
360710148004018,5,1,4,6,4,0,1,8,0,NA,NA,NA,NA,NA,1
361190074023013,4,5,0,4,5,0,2,5,0,NA,NA,NA,1,NA,1
360550146012019,21,7,6,21,18,0,2,0,39,NA,3,1,NA,NA,1
360830522031043,3,3,0,4,3,0,1,5,0,1,2,NA,NA,NA,1
360593024004007,28,16,14,28,32,0,8,34,13,NA,1,NA,2,1,2
360179702004048,1,5,2,5,4,0,1,5,0,NA,NA,NA,NA,NA,4
360570728004024,16,10,34,38,27,0,19,49,0,NA,1,NA,1,1,2
360710016004015,76,25,9,51,67,0,10,55,37,NA,1,NA,3,NA,1
360830519011019,0,1,2,2,2,0,2,4,0,NA,1,NA,NA,NA,3
360290061001019,3,4,0,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA
361019609003010,9,4,14,13,17,0,7,10,7,1,1,NA,NA,NA,1
361070202002019,5,4,7,9,8,0,4,11,4,NA,1,1,1,2,2
360430101005032,9,7,20,23,17,0,9,20,11,NA,1,1,1,1,2
360539404033023,2,0,0,1,3,0,0,1,0,NA,NA,1,NA,NA,4
360810939003008,39,15,15,36,38,0,4,12,56,1,1,1,3,1,3
360910603002073,23,23,51,49,54,0,8,58,15,2,1,NA,2,1,1
360690502021061,8,8,7,16,13,0,7,22,0,NA,1,1,1,1,3
360650242003067,1,0,5,3,3,0,0,2,0,NA,NA,NA,NA,NA,NA
361031230012035,7,5,13,15,14,0,9,14,10,NA,1,1,1,1,2
360070142003008,12,8,16,18,21,0,5,25,9,NA,3,1,2,3,2
361059518006013,15,1,1,10,8,0,2,10,5,NA,1,NA,NA,NA,NA
360550096012028,12,5,1,8,11,0,1,0,18,NA,NA,NA,NA,NA,NA
360830519023026,8,7,15,20,19,0,3,24,6,1,1,1,1,1,1
361031117014012,10,4,10,12,13,0,7,20,0,NA,1,NA,1,NA,1
360710130003001,6,4,11,9,13,0,2,16,0,NA,1,NA,NA,NA,2
360039513002022,2,1,1,2,2,0,1,3,0,NA,NA,NA,NA,NA,NA
361090007003005,14,6,1,9,12,0,0,9,4,3,1,NA,1,NA,1
360811133002009,16,6,2,12,15,0,7,19,5,NA,NA,NA,1,4,5
360650256003069,0,6,4,5,5,0,3,7,0,NA,NA,NA,NA,NA,1
360850128064005,24,18,19,29,37,0,4,39,10,NA,1,NA,4,NA,2
360595215003008,9,11,34,32,26,0,2,43,5,NA,1,NA,1,NA,2
360550139011001,8,4,9,8,13,0,1,11,0,NA,1,NA,NA,NA,1
360550132062015,109,49,46,98,114,0,19,125,59,NA,1,1,2,2,2
361150810003030,14,22,46,47,43,0,13,64,3,1,1,1,2,1,2
360319612002001,40,21,78,53,103,0,13,44,86,1,1,1,1,1,2
360010020003000,25,4,2,13,21,0,0,6,27,NA,1,NA,2,NA,NA
361031697015015,19,14,9,21,26,0,4,30,3,NA,NA,NA,1,2,3
360099622001147,3,4,12,11,9,0,4,10,0,NA,1,1,4,1,1
360290123003013,43,12,10,39,32,0,9,24,39,1,1,2,2,3,3
361190097033014,13,8,11,19,16,0,5,22,5,NA,3,2,NA,NA,2
360010135062015,10,6,3,10,11,0,3,18,2,NA,1,1,3,3,3
361190137003004,22,5,6,12,22,0,2,20,4,1,1,1,2,1,2
361190108012010,146,86,56,131,174,1,25,112,143,1,2,1,2,1,2
360470920002002,375,59,16,176,289,0,8,1,462,1,1,1,NA,NA,1
360750207031089,7,5,7,10,10,0,4,8,3,NA,1,NA,1,1,2
361190148113009,7,9,10,16,14,0,7,21,5,1,2,2,3,1,1
360050389003005,30,11,2,23,23,0,0,0,46,NA,1,NA,1,NA,3
360810163003003,397,113,39,222,350,0,7,1,571,1,1,1,1,1,1
361031106003002,10,7,6,12,13,0,6,14,7,NA,1,1,NA,3,2
360750210001112,3,3,9,6,9,0,4,9,4,NA,NA,NA,NA,NA,NA
360775907003145,1,0,3,5,2,0,1,4,0,NA,NA,NA,NA,NA,NA
360570702002012,2,1,4,1,7,0,0,6,0,NA,1,NA,NA,NA,NA
360450621002017,15,17,10,24,19,0,3,18,17,NA,1,NA,1,NA,4
360650255003017,44,33,75,76,87,0,35,119,16,1,1,1,1,1,2
360595208002010,14,19,18,26,29,0,11,33,4,NA,1,1,1,NA,3
360910617011040,11,18,18,29,21,0,5,43,0,NA,1,NA,1,1,1
361219701001073,3,3,6,6,7,0,4,8,4,NA,1,NA,7,2,2
360594116003008,9,15,22,22,24,0,9,25,10,NA,NA,NA,NA,NA,NA
360670132001001,0,2,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
361119526005006,9,4,1,6,9,0,0,10,1,NA,1,1,NA,2,1
360430115021156,0,1,1,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360070121031023,12,5,6,12,11,0,3,17,1,NA,2,NA,1,NA,1
360594164013002,10,4,12,14,15,0,2,2,22,NA,1,1,1,NA,1
360191008003026,8,4,8,12,10,0,2,16,0,1,1,NA,1,NA,2
360870109011026,7,7,5,9,11,0,1,12,0,1,3,1,8,1,3
360870126002046,5,10,5,10,12,0,6,17,2,1,1,1,2,1,2
360979504003068,4,0,11,8,8,0,0,13,0,1,3,1,2,1,1
360499502002063,1,4,1,4,2,0,0,3,0,NA,NA,NA,NA,NA,NA
360150006002020,12,7,12,13,20,0,2,17,10,NA,1,1,NA,2,2
360179709004030,2,1,6,4,5,0,2,9,0,NA,1,NA,NA,2,2
360811159001004,49,15,18,41,43,0,5,24,42,3,1,1,1,1,2
360210003001056,0,2,0,2,3,0,0,3,0,NA,NA,NA,NA,NA,NA
360957404001051,1,5,4,6,4,0,1,6,0,NA,NA,NA,NA,NA,1
360670137011056,3,9,5,11,8,0,2,5,5,NA,1,NA,1,NA,3
360150112001037,1,0,9,6,4,0,2,9,0,NA,1,NA,NA,NA,2
360930331021073,0,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
361090020001016,3,5,2,4,6,0,1,6,0,NA,NA,NA,NA,NA,2
360750213001005,0,1,1,1,1,0,0,2,0,NA,NA,NA,NA,NA,1
361190021033005,14,4,18,14,25,0,4,20,10,2,2,2,2,1,4
361190018002008,5,0,0,3,3,0,0,2,0,NA,NA,NA,NA,NA,NA
360319603002026,2,1,0,2,1,0,0,1,0,1,NA,NA,NA,3,6
360810526002003,101,16,5,50,76,0,7,41,68,1,1,NA,2,1,1
361019601001019,3,0,3,3,3,0,1,6,0,NA,NA,NA,NA,NA,NA
361170215012020,1,0,4,3,2,0,0,2,0,NA,2,NA,NA,NA,1
360130361004060,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
361190052004013,19,12,21,26,33,0,9,35,0,NA,1,1,1,1,3
360550020004005,109,45,27,91,97,0,19,83,50,1,1,1,1,1,2
361019618002112,0,1,1,1,1,0,0,2,0,NA,1,NA,NA,NA,NA
360594152023009,31,20,17,30,39,0,6,41,5,NA,1,1,NA,NA,2
361119553002030,0,1,2,2,1,0,1,3,0,NA,NA,NA,1,NA,1
360110404001042,8,6,5,16,7,0,0,0,23,NA,1,NA,NA,NA,3
360690521002005,4,4,3,6,6,0,2,9,0,1,1,1,4,1,4
361190133011000,10,7,3,10,14,0,0,3,19,NA,1,NA,3,3,1
360810459002002,150,78,17,114,134,1,1,11,220,NA,2,1,2,NA,1
361031462033028,19,5,2,9,18,0,0,9,14,NA,1,NA,NA,1,1
360210014002090,4,1,0,4,3,0,0,0,4,NA,NA,NA,NA,NA,NA
360130364012032,0,1,1,1,1,0,1,2,0,NA,NA,NA,NA,NA,1
361031120011033,24,18,10,29,28,0,6,39,10,NA,2,1,1,NA,3
360594144005029,70,40,55,72,98,0,29,81,44,4,1,1,1,1,2
361031104022022,10,14,10,17,19,0,7,29,4,NA,1,1,1,NA,3
360775901001074,2,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360810528001011,44,8,3,18,37,0,1,6,43,NA,NA,NA,NA,NA,NA
360710144002029,1,1,3,3,2,0,1,1,4,NA,NA,NA,NA,NA,1
360390806001093,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360010141001024,4,1,5,5,7,0,0,7,0,NA,NA,NA,NA,NA,NA
361130760003034,0,0,1,1,1,0,0,1,0,NA,1,NA,NA,NA,4
360259713003020,4,4,13,13,9,0,3,13,5,NA,1,NA,2,1,1
360359712001044,4,3,6,6,11,0,3,10,3,NA,1,NA,NA,NA,1
360379513005030,5,8,11,15,15,0,5,21,6,NA,1,1,1,2,2
361119501002014,1,2,1,3,2,0,0,3,0,NA,1,NA,NA,NA,2
360050484001003,25,7,0,10,22,0,0,1,31,NA,1,NA,1,NA,2
360810062024002,53,17,21,43,51,0,6,8,80,NA,1,1,1,1,2
360430105011033,4,4,2,6,8,0,1,5,5,NA,1,NA,NA,NA,2
360710146006001,7,6,4,8,9,0,1,16,0,NA,1,NA,NA,NA,1
360130364022045,13,4,16,17,19,0,5,17,2,1,2,NA,7,3,2
360870133002014,18,1,4,11,12,0,2,10,0,NA,1,NA,NA,1,2
360595195001013,16,16,10,22,23,0,5,27,9,NA,1,NA,NA,NA,1
360593021013019,24,16,16,28,31,0,2,19,25,1,1,NA,NA,NA,2
360470440002003,63,32,42,74,66,0,22,87,13,NA,1,1,1,2,1
360595179011019,21,33,63,64,67,0,31,77,23,NA,1,1,1,1,2
360450625002062,0,3,6,6,3,0,1,5,2,NA,NA,NA,NA,NA,NA
360710116021047,3,5,5,10,6,0,1,6,5,NA,1,1,2,2,4
360810339003002,128,45,7,91,95,0,2,30,135,1,1,1,2,1,1
360550142041009,23,11,15,20,31,0,8,35,0,NA,2,1,2,1,2
360290148034078,4,1,2,2,5,0,2,4,3,NA,1,NA,NA,NA,4
360810383021148,5,0,0,2,3,0,0,0,5,NA,NA,NA,NA,NA,NA
360670127002010,7,5,6,7,13,0,2,11,3,NA,1,1,2,NA,2
360870130031019,10,6,9,16,12,0,0,14,0,NA,1,NA,1,NA,3
360650208031001,56,18,10,35,54,0,0,24,53,NA,2,NA,1,1,2
360594130023006,10,12,7,11,19,0,5,18,4,NA,1,NA,2,NA,5
361031583061000,1,0,0,1,0,0,0,0,0,NA,1,NA,2,NA,NA
361031350031008,21,22,66,59,61,0,19,80,19,1,1,1,1,1,3
360099601001000,12,13,28,27,34,0,8,32,14,NA,1,NA,1,2,1
360010146151021,5,1,4,4,6,0,0,0,10,NA,NA,NA,NA,NA,NA
360110401003091,5,4,20,17,14,0,6,18,1,NA,2,1,NA,NA,1
360099617002028,7,3,3,10,5,0,0,0,14,NA,NA,NA,NA,NA,NA
360593038003001,24,17,11,25,29,0,5,37,3,NA,1,1,3,NA,1
361059517001057,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360594065013004,6,5,10,11,11,0,4,15,1,NA,NA,NA,NA,NA,2
360670169012005,8,11,11,13,19,0,7,23,5,NA,2,NA,NA,4,1
360810711002000,3,3,3,5,4,0,0,0,8,NA,NA,NA,NA,NA,NA
360830517011048,2,6,4,5,9,0,2,6,7,NA,2,1,NA,NA,2
360594149003003,11,15,12,24,19,0,12,37,0,NA,1,1,2,1,2
360179710001057,1,2,2,1,4,0,0,2,1,NA,2,NA,NA,NA,1
360470481003003,219,45,14,155,134,1,5,0,288,1,1,1,1,2,2
360750214012033,12,5,14,17,15,0,6,25,3,NA,NA,NA,NA,NA,1
360179701003038,5,6,14,11,14,0,5,19,2,NA,1,NA,1,1,1
360957404004017,0,4,5,4,6,0,0,9,0,NA,NA,NA,NA,NA,NA
360339503002019,0,3,4,2,5,0,1,2,2,NA,2,NA,NA,3,3
360810273003001,571,158,48,383,414,1,7,4,794,NA,1,NA,2,1,1
360110402002011,0,0,2,2,1,0,1,3,0,NA,NA,NA,NA,NA,NA
360710152006048,14,9,7,13,18,0,4,21,4,NA,1,1,NA,2,2
360594142013005,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
361070207032000,4,2,9,11,11,0,7,15,4,NA,1,1,1,NA,3
361031701011004,20,7,1,13,17,0,0,16,3,NA,1,1,1,3,1
360050310001001,23,12,15,22,28,0,2,17,32,1,2,1,1,3,2
361031700013010,0,1,3,3,1,0,0,0,0,NA,5,NA,6,NA,1
361031112023005,5,7,3,8,8,0,3,7,5,NA,2,NA,NA,NA,2
360894926001126,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360239712003093,10,19,19,26,26,0,5,28,8,NA,1,1,4,1,2
361031907041020,1,3,2,4,2,0,0,0,0,NA,1,NA,NA,NA,NA
360894910004032,2,6,1,6,5,0,1,7,0,NA,NA,NA,NA,NA,1
360775902021044,7,9,14,17,17,0,10,24,3,1,1,1,NA,1,1
360470920003009,38,5,1,20,25,0,0,14,21,NA,1,NA,1,NA,2
361070205003019,5,8,3,7,11,0,2,12,0,1,3,1,2,5,3
360810401002002,152,48,20,97,127,0,3,6,213,NA,NA,NA,NA,1,2
360730406001031,0,2,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360810749001004,34,4,7,22,24,0,6,16,22,3,2,1,3,2,2
360430115021111,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360775914003029,19,12,14,22,27,0,6,23,13,1,1,NA,1,2,1
360179709002072,2,2,2,3,4,0,0,1,6,NA,1,NA,NA,NA,1
360471104003002,169,29,7,98,112,0,10,5,203,1,1,1,1,1,1
361031350053011,2,5,5,8,5,0,3,8,0,NA,2,1,1,4,5
360670051003007,38,22,3,22,41,0,2,14,19,NA,3,NA,1,NA,3
360850009001003,206,65,20,156,148,1,28,40,239,1,2,1,3,1,2
360290068004005,34,8,11,32,25,0,4,6,39,NA,1,1,1,3,2
360595194001008,3,6,6,10,5,0,5,10,0,NA,1,NA,NA,NA,5
361031595101012,0,0,1,1,0,0,0,1,0,NA,2,NA,1,1,4
361090016001103,14,2,6,9,13,0,2,13,0,NA,1,NA,1,1,2
360750213001042,10,9,10,17,16,0,3,23,8,NA,2,1,1,1,3
360290150032000,18,26,29,39,42,0,14,50,5,1,1,1,1,1,1
360894923003100,3,4,5,6,6,0,1,4,1,NA,2,NA,1,NA,2
360930327001011,8,5,6,13,12,0,1,18,5,NA,1,1,1,1,1
360670103011008,8,12,9,17,19,0,7,23,8,1,2,NA,NA,NA,2
360070145002008,27,11,32,32,45,0,12,59,8,NA,1,1,3,2,1
360594117003013,15,21,16,26,27,0,3,31,14,NA,1,1,NA,NA,2
360870116013018,19,13,3,18,23,0,4,16,19,NA,1,NA,1,NA,1
360359707004017,9,7,7,11,13,0,0,4,15,NA,1,NA,2,NA,2
361150840001039,10,11,19,19,23,0,5,21,5,NA,1,NA,1,2,1
360595205012006,16,20,12,24,27,0,3,28,14,NA,1,1,1,2,3
360593030004009,25,15,7,25,25,0,6,31,12,NA,1,NA,1,NA,2
361070203006008,55,25,51,68,73,0,24,119,2,1,1,1,2,2,1
361031350043028,8,5,3,9,8,0,3,7,10,NA,NA,NA,NA,NA,NA
360594089002005,22,19,29,31,40,0,13,30,23,1,1,1,1,2,3
360550131016009,20,9,14,22,26,0,4,38,4,1,1,1,1,NA,1
360210010004052,2,0,3,3,3,0,2,6,0,NA,NA,NA,NA,NA,NA
360810922001004,21,8,10,14,26,0,3,16,10,NA,1,NA,NA,NA,1
360811205001008,22,16,4,22,20,0,1,14,22,1,1,1,NA,NA,1
360539402002008,0,0,3,1,2,0,0,3,0,NA,1,NA,NA,1,2
360650245001096,2,4,11,10,9,0,9,12,0,NA,2,NA,1,1,2
360191003006018,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360470110001004,50,26,4,42,40,0,0,0,80,NA,2,NA,2,NA,1
361031461021027,50,18,13,38,49,0,8,36,34,NA,1,1,2,NA,2
360594071011005,28,19,5,24,29,0,2,9,34,NA,1,1,1,NA,2
360594103005018,31,4,4,19,21,0,3,23,11,NA,NA,NA,1,NA,1
360979503003096,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360550122011002,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360319609002002,2,1,0,2,1,0,0,0,3,NA,2,NA,5,NA,1
360550123013016,59,25,38,51,76,0,21,90,10,3,1,1,1,1,1
360810199002017,1,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA
361031471001055,12,8,8,11,19,0,3,23,0,2,2,1,2,1,2
360710116011030,0,2,3,4,1,0,1,1,3,NA,NA,NA,NA,NA,NA
360750204001075,9,4,15,12,18,0,1,3,25,NA,2,1,2,2,2
360594161002019,6,7,13,13,13,0,7,14,3,NA,1,1,NA,NA,2
360550117082003,38,27,22,47,47,0,14,75,5,2,1,1,2,1,1
360710117013024,3,0,2,2,3,0,0,0,5,NA,NA,NA,NA,NA,NA
360339508001022,1,2,0,2,1,0,0,2,1,NA,NA,NA,NA,NA,NA
361090014001048,7,3,1,8,7,0,0,2,4,2,1,NA,3,NA,NA
360750215022018,1,1,10,7,5,0,2,7,2,NA,NA,1,NA,NA,2
360710011003010,7,3,3,8,5,0,2,7,3,NA,1,NA,1,2,3
360595189005011,23,9,3,17,20,0,0,10,23,NA,1,1,1,NA,NA
360630235003020,2,0,1,3,1,0,1,1,0,NA,1,NA,NA,NA,3
361190125032021,58,44,37,66,77,0,35,70,19,NA,1,1,2,1,1
361031594071049,20,8,18,22,29,0,4,31,0,NA,1,1,NA,1,2
360210003001011,0,1,0,1,0,0,0,1,0,NA,1,NA,NA,NA,3
360750213002001,2,3,3,5,4,0,3,5,1,NA,NA,NA,1,NA,NA
361190121023021,6,4,1,5,6,0,0,2,9,NA,NA,NA,NA,NA,NA
360910605021029,0,3,0,2,2,0,1,3,1,NA,NA,NA,NA,NA,1
360379501002020,3,8,11,15,11,0,2,9,8,NA,2,1,NA,NA,3
361019615002013,0,3,0,1,4,0,0,0,5,NA,1,NA,NA,1,2
360594092004003,22,11,18,28,26,0,2,29,14,NA,1,1,3,1,2
361190055001019,7,5,9,9,14,0,3,16,0,NA,NA,NA,NA,NA,1
360510312004029,0,9,16,13,12,0,8,15,0,NA,1,1,1,2,3
361219703004017,7,2,9,10,10,0,9,19,0,NA,1,1,1,3,3
360510313002210,0,0,5,2,3,0,3,5,0,NA,1,NA,1,NA,2
361031582072026,9,11,15,19,19,0,8,21,9,NA,1,1,NA,2,2
360290125021005,32,11,4,29,24,0,8,22,25,NA,2,1,2,NA,4
360810749002000,48,11,15,35,42,0,13,32,28,1,1,1,2,NA,4
360450605003039,7,6,10,13,11,0,7,13,7,NA,1,1,NA,1,2
360594046002018,22,17,22,30,32,0,8,39,6,NA,1,NA,NA,NA,1
360390811013067,7,1,0,5,4,0,1,5,0,NA,NA,NA,NA,NA,NA
360811459001001,56,23,16,41,55,0,12,45,39,NA,1,1,1,1,2
360870112003013,2,2,4,6,5,0,2,6,0,NA,1,NA,NA,NA,NA
360550121001002,12,3,5,11,10,0,1,9,1,NA,1,1,NA,NA,1
360595180003009,15,7,12,9,25,0,4,11,15,NA,1,1,1,4,2
360811479001016,21,12,11,22,24,0,7,16,21,NA,3,3,1,3,3
360290090071016,5,1,3,5,6,0,1,6,3,NA,1,1,1,NA,3
360630245012003,7,12,15,21,18,0,8,25,5,NA,2,1,1,1,2
361031461051008,17,12,2,15,19,0,1,8,15,NA,1,NA,1,NA,NA
360810267001000,278,109,34,217,212,0,4,0,428,NA,1,1,2,1,2
361090009002018,6,0,3,7,4,0,0,3,0,NA,1,NA,1,NA,2
360150005002019,5,7,4,9,8,0,3,15,0,NA,1,1,4,1,4
360210016002047,3,1,4,5,3,0,0,2,0,NA,1,NA,NA,1,2
360650228001061,1,7,9,10,11,0,3,17,0,NA,NA,NA,NA,1,1
360470117003000,22,7,0,14,15,0,0,4,23,NA,NA,NA,NA,NA,NA
360594123023003,6,5,9,7,13,0,3,4,13,NA,1,NA,NA,NA,2
360850198002017,20,7,25,25,27,0,4,28,19,NA,1,2,2,3,1
360130353001068,0,0,6,1,5,0,0,2,0,NA,NA,NA,NA,NA,NA
360594069004007,49,20,6,25,55,0,2,8,59,NA,1,NA,NA,1,4
361119534001012,20,11,3,18,17,0,2,20,11,NA,1,2,2,1,3
360530308001076,0,3,0,2,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360130371003052,72,27,73,59,128,0,32,16,165,1,1,1,2,1,2
360550127001012,36,12,7,26,29,0,9,49,3,3,1,NA,1,1,2
360110418003002,12,6,5,15,12,0,1,9,11,NA,1,NA,NA,1,3
360050241001001,244,59,10,137,181,0,7,0,316,NA,1,NA,1,1,1
360710003002005,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360775915003032,2,2,6,4,6,0,1,3,4,NA,NA,NA,NA,NA,2
360810654003005,41,6,12,33,29,0,1,4,51,NA,1,NA,1,NA,1
360750210003033,0,1,3,1,3,0,0,4,0,NA,NA,NA,NA,NA,NA
361031586051019,7,11,13,15,19,0,10,23,0,NA,1,1,NA,NA,3
360430101006036,1,5,1,4,3,0,2,3,0,NA,1,NA,NA,NA,1
361019621001120,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,2
361150870001055,0,3,22,13,12,0,9,18,0,NA,NA,NA,4,NA,1
360379503001041,8,4,14,13,16,0,2,20,0,NA,2,NA,3,1,1
360594088005010,48,18,33,51,53,0,14,39,51,NA,1,1,2,1,2
361190148052035,6,2,2,7,4,0,2,3,0,NA,NA,NA,NA,NA,3
360430109001110,0,3,3,3,3,0,2,6,0,NA,NA,NA,NA,NA,2
360099605004033,1,2,1,3,2,0,0,3,0,NA,1,NA,NA,NA,3
360450608043009,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
361059503001130,0,0,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
